UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,clean_text
1850,46802,"Minneapolis,  MN",13-03-2020,"DEMAND FOR ON-DEMAND DELIVERY Retailers serving shorter-term consumer needs, such as groceries, takeout food, and medication, should consider providing or ramping up on-demand delivery services in the current climate. https://t.co/3sBa6Kclkp #retailing #ondemandapp #retail",Extremely Negative,DEMAND ONDEMAND DELIVERY Retailers serving shorterterm consumer needs groceries takeout food medication consider providing ramping ondemand delivery services current climate
1851,46803,socially interactive pub,13-03-2020,#MorningJoe Lower oil prices is not a massive boom It is attack upon #USA economy by #Russians and #Saudis. @realDonaldTrump should sanction today 50% on any Nation using Saudi or Russian oil 0% tariff for products made with US oil. This was economic attack on top of #Covid_19 https://t.co/yfB6VY4sk7,Extremely Negative,Lower oil prices massive boom attack upon economy sanction today 50 Nation using Saudi Russian oil 0 tariff products made US oil economic attack top
1852,46804,"Mobile, AL",13-03-2020,"Panic everywhere.  Runs on food, toilet paper, bleach, the stock market.  If the virus doesn't kill you, your savings will be wiped out and you probably won't have a job. This response is needlessly destructive. #Coronavirus #panic #ToiletPaperApocalypse",Extremely Negative,Panic everywhere Runs food toilet paper bleach stock market virus doesnt kill savings wiped probably wont job response needlessly destructive
1853,46805,"Swansea, Wales",13-03-2020,"Pity the millennial-hating reactionary who arrives at the supermarket for a bit of viral panic-buying, only to discover that all thats left is wholewheat pasta and recycled bog roll. 

#Covid_19",Extremely Negative,Pity millennialhating reactionary arrives supermarket bit viral panicbuying discover thats left wholewheat pasta recycled bog roll
1854,46806,"Glasgow, Scotland",13-03-2020,"At my local Tesco store, Alot of ppl are panic buying food 'n stuff, up to the point that there's no more toilet paper left. it's absolutely INSANE.
#CoronaVirus #Covid_19 #CoronaOutbreak #Tesco #panicbuying #tolietpapercrisis https://t.co/H0tbym6VCX",Extremely Negative,local Tesco store Alot ppl panic buying food n stuff point theres toilet paper left absolutely INSANE
1855,46807,"Wigston, Leicester",13-03-2020,"#coronavirus wont be the death of me, starvation will be as shops all sold out of food ????? weve slowly become America &amp; now stock piled everything leaving nothing on the shelves &amp; millions of pounds profits for the supermarkets who record better months sales than at Christmas",Extremely Positive,wont death starvation shops sold food weve slowly become America amp stock piled everything leaving nothing shelves amp millions pounds profits supermarkets record better months sales Christmas
1856,46808,Bedworth,13-03-2020,"Remember to leave some things on the supermarket shelf's for others &amp; to donate to food banks. We can slow this down together we don't need this useless government.
Look after each other
#flatenthecurve 
#Covid_19 https://t.co/ahNnQYjtCS",Negative,Remember leave things supermarket shelfs others amp donate food banks slow together dont need useless government Look
1857,46809,"Mumbai, India",13-03-2020,"The situation of the #Covid_19 #COVID19  widespread continues to be evident as the world goes on a shutdown. Gold prices surge high and benefit from the global outbreak and uncertainty in the market. 

#gold #Global #rsbl #bullion #fridaymorning",Positive,situation widespread continues evident world goes shutdown Gold prices surge high benefit global outbreak uncertainty market
1858,46810,,13-03-2020,"A quick trip to the supermarket looked like this! Yes, its a pandemic but theres no need to panic! There is no food shortage! We must act wise and be responsible in such trying times.. 
#actwisenotstupid #beresponsible #stophoarding  #Covid_19 https://t.co/cZmQBEzHwp",Negative,quick trip supermarket looked like Yes pandemic theres need panic food shortage must act wise responsible trying times
1859,46811,Earth,13-03-2020,"After visiting my local grocery store, I have lost my faith in humanitys ability to survive a Zombie Apocalypse... like what the hell is toilet paper going to help you with when you catch Corona!?!? #Covid_19 #lockdown #CoronavirusPandemic #ZombieApocalypse #endoftheworld",Positive,visiting local grocery store lost faith humanitys ability survive Zombie Apocalypse like hell toilet paper going help catch Corona
1860,46812,"Cleveland, Ohio ",13-03-2020,Everyone says listen to the experts the experts didnt not say clear the grocery store shelves of everything. So we failed at that America. #CoronavirusPandemic #Covid_19 #UnitedStates,Negative,Everyone says listen experts experts didnt say clear grocery store shelves everything failed America
1861,46813,"Kansas City, MO",13-03-2020,"First time in my lifetime that I have seen people panic shopping in the grocery store. Shelves bare. People running in circles. Buying 100 pounds of rice. Calm down folks!

#panicbuying #Covid_19",Negative,First time lifetime seen people panic shopping grocery store Shelves bare People running circles Buying 100 pounds rice Calm folks
1862,46814,,13-03-2020,"So many tweets in my feed say ""stock up"", ""buy tinned food"" etc. What did we do before the locusts arrived? Oh yeah - a weekly shop. If everybody just calmed down and did a 'weekly shop' we wouldn't be in this mess. Be prepared not panicked. #Covid_19",Extremely Positive,many tweets feed say stock buy tinned food etc locusts arrived Oh yeah weekly shop everybody calmed weekly shop wouldnt mess prepared panicked
1863,46815,San Diego,13-03-2020,"? Source UCSF/Berkeley Scientists? 40-70% of Americans will get infected by #coronavirus . Thats roughly 160m people. Using 1% death rate; this translates info 1.6m people dead. This will take 12-18mos to play out. The worst has yet to come. Stock up on water, food, meds, etc,",Extremely Negative,Source UCSFBerkeley Scientists 4070 Americans get infected Thats roughly 160m people Using 1 death rate translates info 16m people dead take 1218mos play worst yet come Stock water food meds etc
1864,46816,San Jose B&R but reside in Sac,13-03-2020,The grocery store is a fucking mad house right now remind me to never go back again until this shit dies down! ? #Covid_19,Extremely Negative,grocery store fucking mad house right remind never go back shit dies
1865,46817,Canada,13-03-2020,"$UBID .0095 Going 

Shop Online, avoid the stores and the high risk of being infected with the #Coronavirus #pandemic #COVID19 

Auctions, Online Shopping 

Do it the safe way, the Ecommerce way",Negative,UBID 0095 Going Shop Online avoid stores high risk infected Auctions Online Shopping safe way Ecommerce way
1866,46818,"Wexford, Ireland",13-03-2020,The real heroes are the supermarket workers! #coronapocalypse #CoronaOutbreak #CoronavirusPandemic #Coronavirusireland #coronavirus #Covid_19 #COVID19,Positive,real heroes supermarket workers
1867,46819,"England, United Kingdom",13-03-2020,People havent thought through this economic damage thing. Ive been at home 2 hours and already bought a new computer monitor. I think online shopping could do very well out of this ? #Covid_19,Negative,People havent thought economic damage thing Ive home 2 hours already bought new computer monitor think online shopping could well
1868,46820,"ÜT: 40.5896566,-74.4274456",13-03-2020,I'm at a pioneer supermarket in Brooklyn and it's nice to see that's some places haven't completely lost their mind and bought everything and everything #Covid_19 https://t.co/7DxjtSblwn,Positive,Im pioneer supermarket Brooklyn nice see thats places havent completely lost mind bought everything everything
1869,46821,"Washington, D.C.",13-03-2020,"An update on the #coronavirus in #LatinAmerica. The region has been hit not only with the disease but with low commodity prices. On the 7th-day since its 1st case, #Peru is leading the pack, although #Brazil is the country with the highest number of cases (52) #Covid_19. https://t.co/4gLfAaqNsj",Negative,update region hit disease low commodity prices 7thday since 1st case leading pack although country highest number cases 52
1870,46822,"Amsterdão, Holando do Norte",13-03-2020,So this is the supermarket situation in the Netherlands this morning. #Covid_19 https://t.co/HEU7mZbzpR,Neutral,supermarket situation Netherlands morning
1871,46823,"Cardiff, Wales",13-03-2020,"One thing Ive not seen mentioned is the implications of COVID-19 on poor people even in countries with healthcare: food

Ill explain: my local supermarkets only have expensive food because all the cheap food gets basically bought in bulk the moment it comes back in stock.",Negative,One thing Ive seen mentioned implications COVID19 poor people even countries healthcare food Ill explain local supermarkets expensive food cheap food gets basically bought bulk moment comes back stock
1872,46824,NC,13-03-2020,@BrentInGSO @gsochamber @LosChicosGSO I want to but Im over 70 and a nurse I know said not to eat out. I already risked my life on the supermarket today. #Covid_19,Negative,want Im 70 nurse know said eat already risked life supermarket today
1873,46825,BA Sociology,13-03-2020,I guess this explains why the online shopping was down this afternoon. #Covid_19 https://t.co/64Tqx417EM,Neutral,guess explains online shopping afternoon
1874,46826,"Spencer, WV",13-03-2020,"With all the event cancellations, many wrestlers are losing bookings and income. Help them out by shopping at their online stores. Wrestlers, feel free to share your store links below! #prowrestling #indiewrestling #Covid_19 #merch",Extremely Positive,event cancellations many wrestlers losing bookings income Help shopping online stores Wrestlers feel free share store links
1875,46827,"Reno, NV",13-03-2020,"@MayorSchieve I have been trying to find out, to no avail, how the city will protect the homeless when COVID-19 outbreaks, and what the plan/how can we help the food insecure who cannot stock up on 3 weeks of food, nor get by without school meals for thei",Positive,trying find avail city protect homeless COVID19 outbreaks planhow help food insecure stock 3 weeks food get without school meals thei
1876,46828,"Jackson, Mississippi",13-03-2020,"Has anyone contemplated what #Coronavirus is going to do to #homeless populations? No healthcare, no ability to stock up on food, no choice about isolating?",Negative,anyone contemplated going populations healthcare ability stock food choice isolating
1877,46829,Dallas/Ft. Worth,13-03-2020,"social distancing is critical.... everyone goes to the grocery store, together, at the same time. #Covid_19 #panicbuying",Negative,social distancing critical everyone goes grocery store together time
1878,46830,"Corpus Christi, TX",13-03-2020,@Reuters This tax cut will help put more money into the hands of the consumer BUT come tax time next year we will have to pay it back because we weren't taxed enough for this year. Right or  wrong? #Covid_19 #economy #PayrollTaxRelief,Extremely Negative,tax cut help put money hands consumer come tax time next year pay back werent taxed enough year Right wrong
1879,46831,"Oregon, USA",13-03-2020,Grocery store as of one hour ago...11 am on a Friday. #Covid_19 #coronavirus https://t.co/W536XVBTul,Neutral,Grocery store one hour ago11 Friday
1880,46832,"Spring, TX",13-03-2020,Keeping old people up and at the grocery store past 9pm. #CoronavirusPandemic #COVID19 #Covid_19,Neutral,Keeping old people grocery store past 9pm
1881,46833,"Spring, TX",13-03-2020,The overreaction of people at the grocery store is beyond ridiculous. Havent seen it this bad at #HEB since Harvey. #Covid_19 #stupid #Fear,Extremely Negative,overreaction people grocery store beyond ridiculous Havent seen bad since Harvey
1882,46834,,13-03-2020,Time to buy as much as I can at my small-town grocery store. Luckily I work there so I'll go through a side door lmao.... #ohiocoronavirus #Covid_19,Extremely Positive,Time buy much smalltown grocery store Luckily work Ill go side door lmao
1883,46835,Instagram @secupp,13-03-2020,"If you live in a school closure area, ask your school board, town or church where you can safely donate food for kids who might need it. This is a time to come together.",Positive,live school closure area ask school board town church safely donate food kids might need time come together
1884,46836,,13-03-2020,Lots of panic buying in the supermarket. So bought an extra packet of couscous just in case! #coronavirus #Covid_19 https://t.co/5PNM2pZdra,Negative,Lots panic buying supermarket bought extra packet couscous case
1885,46837,"Pierre, SD",13-03-2020,Be vigilant about scam calls regarding the Covid-19 situation and exercise caution with online shopping and protecting your private information!  Questions? The Consumer Protection Division can be reached at 1-800-300-1986 or via email at consumerhelp@state.sd.us,Negative,vigilant scam calls regarding Covid19 situation exercise caution online shopping protecting private information Questions Consumer Protection Division reached 18003001986 via email consumerhelpsdus
1886,46838,,13-03-2020,About the camp out in front of the grocery store for toilet paper like Black Friday! #TheSpotsGettingHot #LordHaveMercy ???#Covid_19 #CoronaOutbreak #CoronavirusPandemic,Positive,camp front grocery store toilet paper like Black Friday
1887,46839,"London, England",13-03-2020,"#Poll just curious? have you been stock piling food and other supplies   #Covid_19  #CoronavirusPandemic #CoronaOutbreak
#lockdown #selfisolating #QuarantineAndChill #Friday13th",Positive,curious stock piling food supplies
1888,46840,,13-03-2020,"Get the TV you want anywhere in the world. ?
Sports ?
Movies ?
Series ?
On demand ?
Real customer support ?

Prices starting from £4.17 per month ?
Competitive resellers packages ??

#IPTV #OTT #SPORTS #football
#PlayStation #XboxOne #ipeetv #Covid_19 #toiletpapercrisis",Positive,Get TV want anywhere world Sports Movies Series demand Real customer support Prices starting 417 per month Competitive resellers packages
1889,46841,"Austin, TX",13-03-2020,"Any #Austin organizations that would be able to facilitate connection with seniors?

#Coronavirus is here. Seniors shouldn't be going to the grocery store.

Is there a way that young folks to volunteer to shop or drop off supplies for older folks?

#WeAreInThisTogether.",Negative,organizations would able facilitate connection seniors Seniors shouldnt going grocery store way young folks volunteer shop drop supplies older folks
1890,46842,,13-03-2020,"#Covid_19 #Corona_Virus
My department has invoked Disaster Management Act in an effort to control the prices of surgical &amp; protective masks, hand sanitizer &amp; gloves, and to ensure that they are easily available in the market. @PMOIndia @narendramodi  @drharshvardhan",Positive,department invoked Disaster Management Act effort control prices surgical amp protective masks hand sanitizer amp gloves ensure easily available market
1891,46843,Toronto Canada,13-03-2020,"Headline should read:

""Area couple take advantage of pandemic and gouges others by charging hugely inflated prices for Lysol wipes."" 

Hey @the_cra, please make sure this couple declares this income &amp; pays taxes on their huge #Covid_19 windfall. 

https://t.co/o2ZXvMCz4g",Extremely Positive,Headline read Area couple take advantage pandemic gouges others charging hugely inflated prices Lysol wipes Hey please make sure couple declares income amp pays taxes huge windfall
1892,46844,,13-03-2020,@reliancejio  can single handedly help achieve social distancing by announcing unlimited data packs for every consumer. @narendramodi  No need of  making any Saarc policies :). #COVID2019,Positive,single handedly help achieve social distancing announcing unlimited data packs every consumer need making Saarc policies
1893,46845,"Assam, India",13-03-2020,"The Corona virus is doing more for this country than any PM. Lowering Airline prices, petrol prices, sick days from work/school, less traffic because of that.  #CoronavirusPandemic  #Covid_19  #WorldSleepDay",Extremely Negative,Corona virus country PM Lowering Airline prices petrol prices sick days workschool less traffic
1894,46846,The South,13-03-2020,Going to the grocery store is like fight club. #Covid_19 #panicbuying #CoronaOutbreak,Neutral,Going grocery store like fight club
1895,46847,"Charsadda, Pakistan",13-03-2020,"In every sphere, from travel and aviation to shipping and transport as well as oil prices and capital markets, economies around the world are seeing sharp downswings as a result of the fallout from the efforts to contain the spread of the coronavirus.#Covid_19",Positive,every sphere travel aviation shipping transport well oil prices capital markets economies around world seeing sharp downswings result fallout efforts contain spread coronavirus
1896,46848,Italia,13-03-2020,Today I went to the supermarket for the first time in a week.I did all my weekly shopping so I will not have to return to the supermarket for a week. This is the only way to stop the spread of #Covid_19 Dont congest the supermarkets #iostoacasa #covid_19italia #insiemecelafaremo,Negative,Today went supermarket first time weekI weekly shopping return supermarket week way stop spread Dont congest supermarkets
1897,46849,Canada,13-03-2020,"This is the line up at a local grocery store in Toronto.  Same story in Montreal. 

#panicbuying #Covid_19 https://t.co/P1hxgCqhQ7",Neutral,line local grocery store Toronto story Montreal
1898,46850,Ireland / NW England,13-03-2020,"I wish people would stop with the panic.
Stop sharing posts that are fake.
Stop bulk buying at the supermarket. 
Stop thinking of just themselves...

#juststop #Covid_19",Extremely Negative,wish people would stop panic Stop sharing posts fake Stop bulk buying supermarket Stop thinking
1899,46851,"Bristol, England",13-03-2020,To all the people bulk buying toilet roll and hand sanitiser to then resell it at inflated prices... I hope you test positive #Covid_19,Extremely Positive,people bulk buying toilet roll hand sanitiser resell inflated prices hope test positive
1900,46852,"Florida, USA",13-03-2020,ordered my dog his usual 40lb bag of food last week...please tell me why walmart just called me TODAY to say they cant complete my order because everything is out of stock...I ORDERED HIS FOOD LAST MONDAY. if youre one of the assholes buying in bulk...i hope you get Covid-19 ??,Positive,ordered dog usual 40lb bag food last weekplease tell walmart called TODAY say cant complete order everything stockI ORDERED FOOD LAST MONDAY youre one assholes buying bulki hope get Covid19
1901,46853,"Toronto, Ontario",13-03-2020,"Its not #Covid_19 that should be blamed for empty shelves in supermarkets, its the inability of billion dollar corps like costco @RalphsGrocery and others to be able to adequately respond to an increased consumer demand. Supply chain systems failed. Lack of Professionalism!",Extremely Negative,blamed empty shelves supermarkets inability billion dollar corps like costco others able adequately respond increased consumer demand Supply chain systems failed Lack Professionalism
1902,46854,Toronto,13-03-2020,The line up to check out at the grocery store this morning ? 1-2hr wait. Pack your patience. #Covid_19 #CoronaVirusCanada https://t.co/PZ1kIHoETm,Neutral,line check grocery store morning 12hr wait Pack patience
1903,46855,Los Angeles,13-03-2020,"I was at the grocery store browsing cleaning products before deciding none of them suited my needs.

As I walked away, a man came behind me and put like 5 in his cart.

Suddenly, I found myself walking back, filled with urgency to by some too. #Covid_19",Positive,grocery store browsing cleaning products deciding none suited needs walked away man came behind put like 5 cart Suddenly found walking back filled urgency
1904,46856,Indiana,13-03-2020,"If youre in a panic, go for a drive. You are still isolated socially, but you will see that people are getting coffee from Dunkin Donuts, and people are getting fast food, and people are going to work, and everything will be fine. #coronapocalypse #Covid_19 #panicbuying https://t.co/WANBZMFUjV",Negative,youre panic go drive still isolated socially see people getting coffee Dunkin Donuts people getting fast food people going work everything fine
1905,46857,United States,13-03-2020,"Grocery &amp; dollar store and was crazy packed. Empty shelves, long lines, people stocking up. I hope this all gets better very soon. Sending prayers, love &amp; comfort. ??? #Covid_19 #emptyshelves #CoronavirusPandemic https://t.co/OBPacMMPxF",Extremely Positive,Grocery amp dollar store crazy packed Empty shelves long lines people stocking hope gets better soon Sending prayers love amp comfort
1906,46858,,13-03-2020,"Meanwhile in #StGallen, cafes are crowded, people are coughing, kids playing on playgrounds, and supermarket shelves are showing signs of a locust invasion. #Covid_19 #Schweiz #coronavirus",Positive,Meanwhile cafes crowded people coughing kids playing playgrounds supermarket shelves showing signs locust invasion
1907,46859,,13-03-2020,Still love the humanity in times of crisis. Guy next to me in line at grocery store just shared a recipe #Covid_19 #PeoplePower,Positive,Still love humanity times crisis Guy next line grocery store shared recipe
1908,46860,USA,13-03-2020,Walmart adds emergency leave program; employee tests positive for coronavirus | Chain Store Age. #retail #coronavirus #Covid_19 #whatsreallygoingon? https://t.co/bcOpkjg0Y3,Positive,Walmart adds emergency leave program employee tests positive coronavirus Chain Store Age
1909,46861,,13-03-2020,"Gov/aka Boris: says supermarkets can deal with demand for food esp if we go into a lockdown 

Supermarkets: he ain't said nothing about nothing. We haven't had ANY discussion yet!

Gov/aka Boris (carrying on...): supermarkets are ready and Britain is ready! #COVID_19uk #Covid_19 https://t.co/Uq5UQHRXGn",Positive,Govaka Boris says supermarkets deal demand food esp go lockdown Supermarkets aint said nothing nothing havent discussion yet Govaka Boris carrying supermarkets ready Britain ready
1910,46862,"Live, Love b a voice 4 change",13-03-2020,"Watch out for those who take advantage of people. They are like this virus and spread fast. There is enough stock out there and if you stockpile refrigerated food you will die of botulism.
#Covid_19 #panicbuying #CoronaOutbreak #stopstockpiling
#selfisolating",Negative,Watch take advantage people like virus spread fast enough stock stockpile refrigerated food die botulism
1911,46863,"England, United Kingdom",13-03-2020,"Greed or preparation? Be prepared, not greedy.
This article made me feel ashamed to be a part of the 'developed' world. 
Do you really need gallons of bleach? All the toilet paper? Kilos of pasta? That much hand wash in your home? 
#Covid_19 #greed 
https://t.co/KNk3xzgsI0",Positive,Greed preparation prepared greedy article made feel ashamed part developed world really need gallons bleach toilet paper Kilos pasta much hand wash home
1912,46864,"Texas, USA",13-03-2020,#CoronavirusPandemic  #CoronaOutbreak  #Covid_19  Be kind help the elderly at the grocery store they are the most at risk. Show compassion show your human. We all have parents and grandparents. Help them. https://t.co/1qEuFb6ts5,Extremely Positive,kind help elderly grocery store risk Show compassion show human parents grandparents Help
1913,46865,"Erbil, Kurdistan",13-03-2020,Most of my shopping list items out of stock in our local supermarket. This is the local naanawa (bakery). Feels like the last night of life. #Covid_19 https://t.co/6pu4IJNXMa,Positive,shopping list items stock local supermarket local naanawa bakery Feels like last night life
1914,46866,USA,13-03-2020,"Americans: I need to go to the store to stock up on food and supplies because of Coronavirus.

Also Americans: I'm going to stand in line for hours in a crowded warehouse to buy aforementioned food and supplies.

#coronavirus 
#coronapocalypse 
#panicbuying",Neutral,Americans need go store stock food supplies Coronavirus Also Americans Im going stand line hours crowded warehouse buy aforementioned food supplies
1915,46867,,13-03-2020,Ive never seen airline prices as low and desperate as they are now. #panicbuying #Covid_19 #CoronaOutbreak #coronavirus,Negative,Ive never seen airline prices low desperate
1916,46868,"Jacksonville, Florida",13-03-2020,"Made my weekly Thursday night trip to the grocery store &amp; of course theres no toilet paper because people have been #panicbuying #Covid_19 

Me: https://t.co/lShnagih21",Negative,Made weekly Thursday night trip grocery store amp course theres toilet paper people
1917,46869,"New Jersey, USA",13-03-2020,"Everyone panicking and buying up the grocery store is the reason the virus is spreading, all you clowns deserve corona #Covid_19 #coronavirus",Negative,Everyone panicking buying grocery store reason virus spreading clowns deserve corona
1918,46870,"Los Angeles, CA",13-03-2020,"Zombie Apocalypse ????????? is here!
Be careful when shopping. Shelves are empty at my local mart. #ZombieApocalypse #coronavirus #CoronavirusPandemic #Covid_19 #supermarket https://t.co/zDrXyG31d9",Negative,Zombie Apocalypse careful shopping Shelves empty local mart
1919,46871,Ireland,13-03-2020,"Free online delivery code for orders over 15 within Ireland, so that visitors to our child development stores can avail of free online delivery instead of shopping instore #COVID2019IRELAND #coronavirus https://t.co/5BwNmF64bb",Extremely Positive,Free online delivery code orders 15 within Ireland visitors child development stores avail free online delivery instead shopping instore
1920,46872,NYC/Hudson Valley,13-03-2020,The first half of the new #Netflix movie #Freaks is almost impossibly relevant for these shut-in times. (Also: We are all the dad who barely survived a trip to the supermarket so his daughter could have ice cream). #Covid_19,Positive,first half new movie almost impossibly relevant shutin times Also dad barely survived trip supermarket daughter could ice cream
1921,46873,"Dublin, Ireland",13-03-2020,I'm just worried about all the poor people that are gonna be left eating toilet roll when they realise they didn't stock up on any fucking food #Covid_19 #CoronavirusPandemic,Extremely Negative,Im worried poor people gon na left eating toilet roll realise didnt stock fucking food
1922,46874,"Ontario, Canada",13-03-2020,"The canned bean section in the grocery store is half empty. ? 

Great tips on what to do with those beans ?? 

(Also, add a scoop of canned beans to smoothies)

#panicbuying #Covid_19 https://t.co/w4WL2OAdKB",Positive,canned bean section grocery store half empty Great tips beans Also add scoop canned beans smoothies
1923,46875,,13-03-2020,"#coronapocalypse #WuhanCoronavirus #Covid_19
Everybody: Oh no! The pandemic is coming, we are going to be out of stock!!! Go to supermarket and take everything we can!!! ???

Staff: https://t.co/vOsnTEfuev",Negative,Everybody Oh pandemic coming going stock Go supermarket take everything Staff
1924,46876,Seattle,13-03-2020,"Need a way to help? Stuck at home with kids, but recognize your privilege? Call your federal representatives and demand action. We need tests, we need family leave, we need food and housing. Find a local school or food bank to do volunteer food drops. (If ur well) #Covid_19",Extremely Positive,Need way help Stuck home kids recognize privilege Call federal representatives demand action need tests need family leave need food housing Find local school food bank volunteer food drops ur well
1925,46877,United Kingdom,13-03-2020,"Onsite Indians, things are getting worst..stock extra food items. Southies buy extra rice bags &amp; northies wheat flour packs, anyway you already lost 1000 in shares &amp; why are you calculating 10s for survival ?? #Covid_19 #CoronaOutbreak #CoronaVirusUpdate  @TOIIndiaNews",Extremely Negative,Onsite Indians things getting worststock extra food items Southies buy extra rice bags amp northies wheat flour packs anyway already lost 1000 shares amp calculating 10s survival
1926,46878,United Kingdom,13-03-2020,Visiting SuperMarket is as equal as traveling on international flights ? #Covid_19 #CoronaVirusUpdate #CoronaOutbreak #coronavirus #Corona #CoronavirusPandemic @TOIIndiaNews,Neutral,Visiting SuperMarket equal traveling international flights
1927,46879,"Atlanta, GA",13-03-2020,"Y'all can have all the toilet paper. All I'm saying is the boxed wine better still be at the grocery store after work today.

#Covid_19 #coronavirus #coronapocalypse #selfisolating #wine #groceries #necessary",Positive,Yall toilet paper Im saying boxed wine better still grocery store work today
1928,46880,"Seattle, WA",13-03-2020,"While I don't like all of Amazon's choices, today I learned that when toilet paper companies attempted to raise prices, Amazon canceled their distribution. #Covid_19",Positive,dont like Amazons choices today learned toilet paper companies attempted raise prices Amazon canceled distribution
1929,46881,,13-03-2020,"fuck coronavirus

who has a bill coming up that theyre not sure theyre gonna be able to pay

send me your bill and your venmo",Extremely Negative,fuck coronavirus bill coming theyre sure theyre gon na able pay send bill venmo
1930,46882,North San Diego,13-03-2020,"You know what's super great? 

When you're trying to food prep &amp; stock up on food/household goods BECAUSE YOU HAVE A BABY COMING IN A FEW WEEKS, but everything is sold out (diapers included) due to all the paranoid fearful people out there. 

Nice job, people. #Covid_19",Positive,know whats super great youre trying food prep amp stock foodhousehold goods BABY COMING WEEKS everything sold diapers included due paranoid fearful people Nice job people
1931,46883,Commission me fools,13-03-2020,"#Covid_19 
If anyones planing on buying food for stock piles, don't forget about your pets!!! They need to eat too!",Negative,anyones planing buying food stock piles dont forget pets need eat
1932,46884,"Madison, Wisconsin",13-03-2020,"In non-COVID-19 news: This week's Starting Up features @grocerkey, a company that develops software you might have used for buying groceries online. https://t.co/D8XfSCcju2 via @WiStateJournal",Neutral,nonCOVID19 news weeks Starting features company develops software might used buying groceries online via
1933,46885,"West Orange, NJ",13-03-2020,When was the last time before this week you all went to the Supermarket?  2017?  #Covid_19,Neutral,last time week went Supermarket 2017
1934,46886,NYC,13-03-2020,In NO-Surprise News: Americans Stock Up On Food as COVID-19 Concerns Rise [Sales by Non-Perishable Product Category] via @StatistaCharts https://t.co/a75oOWRxXX,Negative,NOSurprise News Americans Stock Food COVID19 Concerns Rise Sales NonPerishable Product Category via
1935,46887,"Bengaluru, India",13-03-2020,"For More details -  https://t.co/1cz6zgOSw6

#onlineshopping #Shipping #shippingfromindia #coronavirus #internationalshipping https://t.co/ef7zp5hMt5",Neutral,details
1936,46888,,13-03-2020,"Out shopping with my elderly folks at local supermarket this morning 

Fascinating observing behaviours

Panic buying in place. Not helpful for the vulnerable.

No toilet roll, no soap and no pasta left and its only 11am!

#coronavirus #Covid_19 https://t.co/694VHK5YAz",Extremely Negative,shopping elderly folks local supermarket morning Fascinating observing behaviours Panic buying place helpful vulnerable toilet roll soap pasta left 11am
1937,46889,,13-03-2020,"The way #Sensex is falling in last few days, speculative investment will happen and people will buy more and more gold, which will further increase our current account deficit. Tough days for our economy going ahead when it was already not doing good.",Negative,way falling last days speculative investment happen people buy gold increase current account deficit Tough days economy going ahead already good
1938,46890,Bolzano/Bozen,13-03-2020,"The potato section in the Belgian supermarket @DelhaizeBelgium. It seems that next to toilet papers and pasta, potatos are of high demand. Let me fool myself for a moment, let's hope that this is for the reason of high interest in Belgian fries.
#Covid_19 #coronavirus #Belgium https://t.co/UYFluAhewK",Positive,potato section Belgian supermarket seems next toilet papers pasta potatos high demand Let fool moment lets hope reason high interest Belgian fries
1939,46891,"Beijing, China",13-03-2020,"Contrast in measures: today in Beijing, I went to the supermarket, and besides having my temperature checked at least 4 times in the same mall, I had to scan a QR code and input my name + phone number. #Covid_19",Positive,Contrast measures today Beijing went supermarket besides temperature checked least 4 times mall scan QR code input name phone number
1940,46892,"Milano, Italy",13-03-2020,@NewsDataDaily this is the situation at the moment in #Milan people queuing outside the supermarket to shop 1m away from each other. #lockdown #Covid_19 ?? https://t.co/IFWqdOf4S6,Neutral,situation moment people queuing outside supermarket shop 1m away
1941,46893,United Kingdom,13-03-2020,Supermarket rationing! #Covid_19 https://t.co/fq0zJdl8iJ,Neutral,Supermarket rationing
1942,46894,"Cambridge, England",13-03-2020,"Compliance is a key issue for successfully beating #Covid_19. For example, no one in Italy can be unaware of what's happening. Yet I just heard from a friend, out at a supermarket in Rome - a mother was shopping with her sick child who was coughing and sneezing over everyone.",Negative,Compliance key issue successfully beating example one Italy unaware whats happening Yet heard friend supermarket Rome mother shopping sick child coughing sneezing everyone
1943,46895,Chelmsford-London,13-03-2020,"Steve from Billericay asks great question if you get #Covid_19 by touching fruit and veg in the supermarket if its been handled. 

@BBCEssex virologist expert says the risk is low but you could use a paper bag as an intermediary to pick them up #Coronavirus",Positive,Steve Billericay asks great question get touching fruit veg supermarket handled virologist expert says risk low could use paper bag intermediary pick
1944,46896,"Durham, England",13-03-2020,"Online shopping critical for many. But not easy for all and not for all services beyond groceries. If you have #Covid_19 high risk family in the Durham area and need items leaving on a porch, whatever they may be, let me know and we can make it happen. Support each other. 1/2",Negative,Online shopping critical many easy services beyond groceries high risk family Durham area need items leaving porch whatever may let know make happen Support 12
1945,46897,"Liverpool, England",13-03-2020,"Oh, theres so little left. Creamed Eels? Corn Nog? Wadded Beef? https://t.co/OZY1y6KUKm",Neutral,Oh theres little left Creamed Eels Corn Nog Wadded Beef
1946,46898,On Twitter,13-03-2020,I need to start editing so i can chill inside while the #Covid_19 is going on so I dont get sick since I work in one of the epicenters of Californias #CoronavirusPandemic . Working in a grocery store rn is just wow.,Extremely Positive,need start editing chill inside going dont get sick since work one epicenters Californias Working grocery store rn wow
